Date of Application,Legal Name,Trade Name 2,App NO,Registration Number,Type of PIBO,Application Status
2022-06-13T16:20:19,MONOPLAST,MONOPLAST,1610,20220613081610,Importer,In Progress
2022-07-01T16:34:06,Honda India Power Products Limited,Honda India Power Products Limited,1796,20220701081796,Importer,In Progress
2022-08-16T12:28:34,ADITYA SALES ENTERPRISES,ADITYA SALES ENTERPRISES,4473,20220816084473,Importer,In Progress
2022-06-16T12:17:19,NAVA QUALITY FOODS PVT LTD,NAVA QUALITY FOODS PVT LTD,1702,20220616081702,Importer,In Progress
2022-06-17T10:21:57,Cookson India Private Ltd,Cookson India Private Ltd,1716,20220617081716,Importer,In Progress
2022-06-17T18:27:23,S M TRADING COMPANY,S M TRADING COMPANY,1750,20220617081750,Importer,In Progress
2022-06-18T11:13:57,PRAVEEN SOMANI,SAHAJ INTERNATIONAL,1753,20220618081753,Importer,In Progress
2022-06-18T17:08:54,PACIFIC TRADING COMPANY,PACIFIC TRADING COMPANY,1772,20220618081772,Importer,In Progress
2022-08-05T13:00:40,Infra Fine Foods Private Limited,Infra Fine Foods Private Limited,4075,20220805084075,Importer,In Progress
2022-06-20T12:44:23,VST INDUSTRIES LIMITED,VST INDUSTRIES LIMITED,1789,20220620081789,Importer,In Progress
2022-06-21T11:06:54,Checkpoint Apparel Labeling Solutions India Private Limited,Checkpoint Apparel Labeling Solutions India Private Limited,1799,20220621081799,Importer,In Progress
2022-07-05T15:12:12,VAKIL CHAND DEVENDER KUMAR JAIN,VAKIL CHAND DEVENDER KUMAR JAIN,2378,20220705082378,Importer,In Progress
2022-07-22T13:28:15,VENTURE IMPEX PVT. LTD.,VENTURE IMPEX PVT. LTD.,3206,20220722083206,Importer,In Progress
2022-08-03T18:31:35,VARVARA INDIA PRIVATE LIMITED,VARVARA INDIA PRIVATE LIMITED,1880,20220803081880,Importer,In Progress
2022-06-22T17:28:30,SHRE DEVARAJA AGRO ASEPTIC INDUSTRIES,SHRE DEVARAJA AGRO ASEPTIC INDUSTRIES,1890,20220622081890,Importer,In Progress
2022-06-29T12:46:29,SANTOSH BHAGWAN SINGH,SANTOSH BHAGWAN SINGH,1929,20220629081929,Importer,In Progress
2022-06-23T16:51:20,M R B International,M R B International,1918,20220623081918,Importer,In Progress
2022-07-08T16:13:25,Q-Line Biotech Private Limited,Q-Line Biotech Private Limited,2534,20220708082534,Importer,In Progress
2022-06-25T12:25:42,INTERKILN ADVANCED TECHNICAL KERAMOS LLP,INTERKILN ADVANCED TECHNICAL KERAMOS LLP,1946,20220625081946,Importer,In Progress
2022-08-01T14:37:58,Indo Count Industries Ltd,Indo Count Industries Ltd,1943,20220801081943,Importer,In Progress
2022-06-24T17:10:33,AGARWAL MINERALS,AGARWAL MINERALS,1955,20220624081955,Importer,In Progress
2022-06-24T21:20:40,MUNDRA SOLAR ENERGY LIMITED,MUNDRA SOLAR ENERGY LIMITED,1966,20220624081966,Importer,In Progress
2022-08-30T17:58:54,Ancorotti Cosmetics India Pvt. Ltd.,Ancorotti Cosmetics India Pvt. Ltd.,5244,20220830085244,Importer,In Progress
